動画URL,サムネイル,いいね数,説明文,楽曲,楽曲URL,文字起こし,文字起こし修正
https://www.tiktok.com/@hensaikitsui/video/7231558634117942529,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/86a0d6219d854be8af007d53baca6b5a_1683728464~tplv-dmt-logom:tos-alisg-pv-0037/9211f6bce0f045f5ad9ffcb5d7b6d6fc.image?lk3s=81f88b70&x-expires=1749106800&x-signature=wEvfNYzBxCiAcPAnlr1XhUYe040%3D&shp=81f88b70&shcp=-,74,,"Kirby Gourmet Race Theme (From ""Kirby Super Star"") - Video Game Players",https://www.tiktok.com/music/Kirby-Gourmet-Race-Theme-From-Kirby-Super-Star-6931167624155891714,"3つを守らないうちは投資をやめた方がいいこれは6億下げにあった25歳視聴者さんから最近来た質問が明らかに悪徳マルチの話だった手を出すとお金が返ってこないどころか知識がないと逮捕される可能性もある視聴者さんへの注意喚起のために投資系の悪徳マルチに引っかかった人の悲惨な末路を説明する最後に見分け方も教えるので絶対に見てほしいまず99%の人は知らないと思うが悪徳金融系マルチは最初から金を持ち逃げする綿密なストーリーを作ってからお金を集める絵描きと呼ばれるプロ集団がいて今までのデータから

例えば、月利10%の案件があったとしよう。参加した人は10ヶ月で元金を回収できると思い、お金を周りから集めて押しする。出かけはその10ヶ月のうち、最もお金が集まるタイミングで飛ぶストーリーを作る。もちろん住所、提案番号、名前回しがつかないようにするので、飛ばれた後は足取りもつかめない。大体の人はここで詐欺に遭ったことに気づくが、もう遅い。詐欺師とも連絡がつかず、もらった情報が全て嘘なので、実態がないため、警察もご

ないとお金を問われた後では何もかもが 遅いのだ最初の質問に戻るとどうか後には3万から5万円の利益が出るということは1 カ月で9から15万円さらに追加の投資を追って逃げる計画を立てるはずだ実は俺も 19歳の時に悪徳マルチに引っかかってその時は4000万円ほどやられ誰よりも引っかかっ てきたプロだから伝えるのでこの見分け方をぜひ覚えてほしいその1誰でも営業が できてしまう投資話はだいたい飛ぶその2投資イコール必ず事業に紐づいているの で何の授業かを見極め資金の流れを明確化するその3

投資先のファクトチェックをしてリスクリワードを見極めるこの3つを守らないうちは投資をやめた方がいいためになったらいいねして応援してね",
https://www.tiktok.com/@hensaikitsui/video/7273070235480034578,https://p77-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o0FIJeFDyxQC78bkA2GgRR08fbuFQREQBnwBg7?lk3s=81f88b70&x-expires=1749106800&x-signature=ORvvrlbBQQcKbBgCCacbVo1p6hc%3D&shp=81f88b70&shcp=-,72,信じられますか？　#社長　 #悪徳　#倒産　#借金　#借金返済の道　#借金滞納しすぎた男の末路,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7273070272432048897,年商は数億円,
https://www.tiktok.com/@hensaikitsui/video/7256741569095650568,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/okvA1AQTRQBUEhIkytfNBBg0MIs4eLERR5zAE0?lk3s=81f88b70&x-expires=1749106800&x-signature=PeX4HBs7r9Tkc7J1gR%2FOjgLoUfc%3D&shp=81f88b70&shcp=-,72,教えて欲しいことあったらコメントで質問して #質問きてた #詐欺師撲滅　#社長　 #悪徳　#倒産　#おすすめバイト,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7256741606353586946,すごい稼げる方法があります教習所前でその日に出る答案を1000円で売るだけですそんな試験なんてわからんって言われるかもですが実は教習所の試験内容はあまり変わってないことが多いです学科試験の問題は3から4パターンぐらいしかないことも多いですローテーションで回してるだけなのでその日に出る問題っていうのはある程度予想できますこれで知り合いは3ヶ月で100万稼いだらしい,
https://www.tiktok.com/@hensaikitsui/video/7390710532401089810,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c710b77a3536431785e1550cf5b932e4_1720783895?lk3s=81f88b70&x-expires=1749106800&x-signature=AEv2uGaD1KbM84T4gyjw4KLLEwg%3D&shp=81f88b70&shcp=-,69,みんなならこういう時どうする？ #社長 #おすすめ #借金 #債務整理 #滞納,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7390710624323472144,"あ、調子乗ってんじゃねえすみません、そんな怒んないでくださいちょ、やめてくださいお疲れ様ですあ、お疲れです今日何するんですか?ちょっとこれから再建者と会うんですよえ?お金返せって言われるってことですか?大丈夫なんですか?頑張りますえ?あ、お久しぶりですお久しぶりじゃねえやいつ返してくれちょっと今お金あんまなくて

あ、調子乗ってんじゃねえすいません、お前マジで舐めてんの?ちょっとすいません、そんな怒んない言い方やめてくださいマジでさ、お前どうすんの?ちゃんと返す気はあるんですけどそこでなんですけど、一瞬ちょっと授業できないかなと思っては?お前正気に言ってんの?はい、正気に言ってます一応それ実は結構売り上げ上がるんでうちの営業利益とかも全部お返しするのでそれでちょっと残りの残済を総裁させてもらえたら

ちなみにどのくらい入るの?1社あたり大体年間で100ぐらいは入るのでそれで大体4年くらいで買いしていける見込みですねそれ嘘じゃねえよな嘘なしで外に出てきたのでそれは間違いないですキレてる人に一緒に授業やるなんて気が狂ったかと思いましたよ怖かったねみんな返済の仕方結構悩むと思うんだけど普通に利益から返しするっていうお金の返し方っていろいろあるわけで仕事の利益から返すっていう方もあって別に普通だよねすごいですね",
https://www.tiktok.com/@hensaikitsui/video/7288656274558831879,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c2bdd4726ef64126890e1d29fb7a4f4c_1697022541?lk3s=81f88b70&x-expires=1749106800&x-signature=Tqs3iMAfcTtF3vjfqn5XtpjZr%2Bs%3D&shp=81f88b70&shcp=-,69,借金してる人に朗報です #社長　#借金返済 #詐欺師撲滅 #自己破産　#借金ストーリー　#ブラックリスト,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7288656297057504002,"失敗して借金1000万になっちゃったんですけどどうすればいいですか?ちょうどいい時に失敗したねえ?実は僕そんなんですけど複数事業展開してましてえ?一緒に事業を運営してくれる人募集してるんですよえそうなんですか?はい年齢学歴性別一切関係なし今1000万以上借金してる人限定で人材募集してますトラブルのせいで先行かなくなったりとか誰にも相談できなくてそこに暮れてたりとかこの先の未来に光が見えない

全力で提供して全力でバックアップしますえ、マジですか?ぜひ募集したいです今回は3名限定で募集しますこれを見て興味を持った人も俺のインスタにDMして俺と傷の飲み合いしようぜえ、なんだそれ",
https://www.tiktok.com/@hensaikitsui/video/7255628845569559815,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oELFkelEDQeIgrsRSxbvYwxARzjAknQmBC9ABj?lk3s=81f88b70&x-expires=1749106800&x-signature=Pn7dKE70eRWng64FT6fiwpdGj8I%3D&shp=81f88b70&shcp=-,68,,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7255628853836991233,まあ俺はしないけど,
https://www.tiktok.com/@hensaikitsui/video/7366584494565969170,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIZ7vA9cZEYjqBUnbSi6diYBIEX4BblAtY8J4?lk3s=81f88b70&x-expires=1749106800&x-signature=Ixhe3qVpsygexFGSiNGJXDUGANs%3D&shp=81f88b70&shcp=-,67,,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7366584520088292113,不足状を3ヶ月以上放置すると人生積むって本当ですか?人によっては本当1ヶ月ごとにどうなるか教えるけどまず1ヶ月目最速状と電話が来るようになる2ヶ月目連帯保証人に連絡が行く連帯中のサービスの解約や立活請求の最速状が届く3ヶ月目ブラックリストに乗る裁判所から通知が来るようになる場合がある支払い特速や訴状が届いて特速異議申し立て書を提出しないで放置すると仮差し押さえだったり裁判が起こって負けてしまうと強制執行が始まりますこれサラリーマンOLだとかなりしんどいよ,
https://www.tiktok.com/@hensaikitsui/video/7265276221032860929,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/ooBxVvn5023bGC6Gm11sUeCDDok8ICkeBQgAHs~tplv-dmt-logom:tos-alisg-pv-0037/oAwTvjjhA0K9AI4ENBfyAcDzwvKbAALdNbaB4E.image?lk3s=81f88b70&x-expires=1749106800&x-signature=WioF7gutDhcbFjCjzoTB0MKmm2M%3D&shp=81f88b70&shcp=-,66,なんでだろう、、、 #詐欺師撲滅　#社長　 #悪徳　#倒産　#借金　#借金返済の道　#借金滞納しすぎた男の末路 #moroha,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7265276240758688513,"TikTok見てよ大丈夫?と学生時代バイトしてた時の先輩に言われた先輩は立派な経営者俺は借金6億焦って電話をくれて先月知らなくてめっちゃ遊びさせてごめんなとすごく謝ってくれた実は先月俺は26歳になったこんな状況なのに色々な人が誕生日おめでとうとLINEギフトをくれた後輩が一人ボディオールをくれた嬉しくてさすがイケメンを選ぶものがおしゃれだねとすごく褒めたその後輩は前からイケメンなやつだった後輩は少し苦笑いの絵文字を使ってきたなぜだろうと思ってよく見たらまた似ているオールだった

わかんないです",
https://www.tiktok.com/@hensaikitsui/video/7240059669039942930,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oEZd96AvgDkTybBIA0AfQtIzbvITqCDgvnAjee~tplv-dmt-logom:tos-alisg-i-0068/553a3d92c7b049358dfe23dba66c69b1.image?lk3s=81f88b70&x-expires=1749106800&x-signature=CzZgjZCJHYi9UWxSIFJ8si7je5c%3D&shp=81f88b70&shcp=-,65,,オリジナル楽曲 - 限界配達員 - 限界配達員‼️(社不ニキ),https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E9%99%90%E7%95%8C%E9%85%8D%E9%81%94%E5%93%A1-7205166276082912001,大脳だ大脳だ家賃いくれか並んだ特速場赤青黄色どの特速場見てもしんどいな,
https://www.tiktok.com/@hensaikitsui/video/7419292519948684562,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/04b20ae3e8574d4f9ef88ecb8308200a_1727438665?lk3s=81f88b70&x-expires=1749106800&x-signature=Rwx8L5eeJEvSoWBMYseSKsn1oos%3D&shp=81f88b70&shcp=-,63,どうすればいいと思いますか？ #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金 #ブラック　#投資 #ショートドラマ #webreen #ドラマティッカー #短編ドラマ,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7419292594185063169,"え?800円なってるおかけになった電話番号は現在使われておりませんお?今月の売上トップじゃねえかいやまあこんな条件良かったら当たり前ですよ

そうかなら新規授業手伝ってくれないか新規授業ですかいやさファクタリング授業なんだけどこの中で待ってるだけださ飲食店って稼げないからアウトバウンドするためにキッチンカー出店する土地をレンタするそのためにいろんなところから資金を集められるようにさ掛けてみてほしいんだよねお金を集めるってことですかねそうそうそう社会貢献活動にもなるし投資家に掛け合えばさ喜んで出資してくれると思うんだよね

それでいくらぐらい集めればいいですか?いや、もちろん100億以上目指してるよ。え?それ大丈夫なの?まあでも従業員100人ぐらいいるし、古日田県の上場企業だから将来性すごいんだよ。うーん、まあ社長に騙されてないといいけど。お客様、今月2本目ですね。いや、まあちょっと新規従業結構調子良くて、もったいない量から入ってきたんで、じゃあこのカードで一括でお願いします。あれ?

このカードってお客様このカードエラーが出ますえっマジですかどういうことですかカード利用できないってですからこのカードは引き落としの確認が取れないので停車していただいておりますえっ800円になってるえっ今月の振込はえっちょっと社長振込やってないのかなおかけになった電話番号は現在使われておりません

",
https://www.tiktok.com/@hensaikitsui/video/7368437763160444178,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/41cc8646967342b1a32d1b2df13414e7_1715605358?lk3s=81f88b70&x-expires=1749106800&x-signature=iIsI0WNvcRKCWHs3c%2BsZgvFm8Xs%3D&shp=81f88b70&shcp=-,63,,,,これはちゃんと全部返しましたねこれ一個でも滞納するとクレカの作成や住宅ローンを組むことが難しくなるので絶対にみんなを借金しないように,
https://www.tiktok.com/@hensaikitsui/video/7257485062558469383,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/okYEqW8t1InL3EBALoLgbRDLk3QiRtfBUeD8xB?lk3s=81f88b70&x-expires=1749106800&x-signature=JbtRwX4y9694uaFnhHbTrmfqaLE%3D&shp=81f88b70&shcp=-,63,教えて欲しいことあったらコメントで質問して #ドレミの歌 #詐欺師撲滅　#社長　 #悪徳　#倒産　#借金,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7257485070360005377,"どのぐらい返済したっけなこの人 あと900万かレイク審査落ちかやべぇ払ってなかったバクタリングしないと返済間に合わないなこれ即日借りれるカードローン

学して稼げる工事級アルバイト借金返す方法なおはやあーだめだ

",
https://www.tiktok.com/@hensaikitsui/video/7217779152437382401,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oMrCuKEZZ8ZsABUglkSdVxgfPDQCbBxngVZevl~tplv-dmt-logom:tos-alisg-pv-0037/78f21aa5f787435fbcf513beedad8a62.image?lk3s=81f88b70&x-expires=1749106800&x-signature=uv%2F5f7UNMVGaUO8snwss3CWALFE%3D&shp=81f88b70&shcp=-,63,詐欺で6億借金することになったベンチャー社長の1日 #vlog #借金 #誰かに話したい #消費者金融 #借金返済 #暮らしのvlog,slow down (feat. LUSH CARABINER) - Ame lil melo,https://www.tiktok.com/music/slow-down-feat-LUSH-CARABINER-7189507504899000322,"俺は借金6億毎月の返済額400万円の男性25歳ベンチャー企業の社長今日は借金返済のためのプランを立てていくこれは今朝公園で汲んだ水だもうこんなになくなっちまったできれば水ではなく新品のコーラを飲みたい今度はコーラを汲みに行ける場所を探しに行こうと思うさあさっそく仕事に取り組んでいくブラインドタッチと画面タッチを組み合わせることで効率が上がるんだ両手で打つのは難しいことだが俺ならやったら安い今午前4時もう寝るので歯茎を磨いている

元気が出ないときは鏡を見て心を落ち着かせている気持ちが落ち込むと鏡の枚数が増える寝る前の準備へ向かうちなみにこれは服を見ているというよりかは顔を見に来た神様は残酷だいいものを得ればその分退化を払うことによるまあまあのルックスを引き換えに俺ら6億の借金を得てしまったのだ眠りに落ちるのは早い方ださあ明日も借金返済のために働くか

",
https://www.tiktok.com/@hensaikitsui/video/7472318547096653063,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oEEz3KAzx2zAEivq5PaBjwBBo9AfAd3KZIkoiY?lk3s=81f88b70&x-expires=1749106800&x-signature=Iwp%2FGNS9M3STZkaBEf1sf%2FGLnXE%3D&shp=81f88b70&shcp=-,62,苗字変えたって本当ですか？ #借金 #滞納 #デュース整理 #お金 #社長 #自己破産,earthquake - JISOO,https://www.tiktok.com/music/earthquake-7469026244076898321,"苗字変えたって聞いたんですけど本当ですか?変えましたねなんで変えたんですか苗字いやーまあ本当いろいろあってまず親がそもそも離婚してるんでいつでも変えれたんですよ全然高校生とかの時なんで最近じゃないんですけど仕事でちょっと都合が悪くなったって言ったら普通に家庭裁判所で通って苗字変えれるんですけどであと僕20歳の時にブラック履いてて25で解消されたんですけど詐欺のせいで25でブラック履いちゃったんですよその金でちょっとカード作れなかったりとかして

それが嫌で名字変わると一応申請して通ったりはするのでそれでって言っちゃうとちょっとあれなんですけど樋口 名字変わるって結構難しいどのくらいの期間でいけるんですか?深井 1ヶ月かかんないですか樋口 そうなんですか審査って緩いですか深井 緩いですね正直誰でも通ると思います樋口 名字って何でもいいんですか深井 親の本席中が載った戸籍等本とかそういうのが結構必要で樋口 名前自由には決めれないんですね深井 自由には決めれないですね樋口 そうなんですか

",
https://www.tiktok.com/@hensaikitsui/video/7286799638852635912,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o8WQA6PIhw16DXKCveePI7DWfnOab3AdjCCjwo?lk3s=81f88b70&x-expires=1749106800&x-signature=esdW0wfh7sYXm68%2FVxMt1AcvIlk%3D&shp=81f88b70&shcp=-,62,借金６億あるけど質問ある？ #社長　#借金返済 #詐欺師撲滅 #自己破産　#借金ストーリー　#質問,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7286799665645783809,"金6億だけど質問ある何の詐欺にあったんですか?とある会社のCFOで資金調達してたら社長が飛びましたどうやって返すの?自分の仕事頑張ります自己破産は?再建者200人ぐらいいて結構大変なんでやってないです裁判ってめんどくさくないの?最速でも半年ちょっとですごく面倒ですよどの裁判でもやられた人は結構大変だと思います何の仕事してん?営業会社です出資したものですすいません
",
https://www.tiktok.com/@hensaikitsui/video/7287912497582050568,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/okgdjAkF9QCHMDQlsIebBBgL13Ye1oIrRhnJEW~tplv-dmt-logom:tos-alisg-i-0068/oAjRIfCRQzlAIBE73gAgAndcEtiorEBhgWIAeA.image?lk3s=81f88b70&x-expires=1749106800&x-signature=8WvKTx6O1JX%2B8qG6Dl%2FXeJm0VkI%3D&shp=81f88b70&shcp=-,61,借金してないのにブラックになる怖い理由 #社長　#借金返済 #詐欺師撲滅 #自己破産　#借金ストーリー　#ブラックリスト,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7287912528733063937,付近してないのにブラックに入るブラックリストに入る理由は支払いの大脳が有名だが実は気づかないうちに入ってる場合があるそれが申し込みブラック普通は大脳してブラックになると思うが半年以内にクレカ申請やカードローンの申し込みを3件以上やると早急にお金が欲しいお金回りが危ない人と見出されてクレカの申請に通らなくなるといったことがあるなんか通らないって言ってる人は大体このパターンなので半年以内に3回以上はクレカを作らないようにしろちなみに俺はもう作れないけど,
https://www.tiktok.com/@hensaikitsui/video/7241156473865161991,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oEcI89effEn9uSBAFJYAb8DHI9IWjHpDgxXcwC~tplv-dmt-logom:tos-alisg-i-0068/cbbabbbc55fe47a1ae17026d565c1632.image?lk3s=81f88b70&x-expires=1749106800&x-signature=S0OsHVfyokJ8akLcwX9ET%2FdqNkw%3D&shp=81f88b70&shcp=-,60,質問あったらコメントして #借金　#借金返済の道のり　#詐欺師撲滅　#社長　#借金滞納しすぎた男の末路　#きつい　#差し押さえ,"Kirby Gourmet Race Theme (From ""Kirby Super Star"") - Video Game Players",https://www.tiktok.com/music/Kirby-Gourmet-Race-Theme-From-Kirby-Super-Star-6931167624155891714,,
https://www.tiktok.com/@hensaikitsui/video/7449361936694889735,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o4vzDEBhO8AAAnFBBYAIcily4ohVEZdEoz2Ai?lk3s=81f88b70&x-expires=1749106800&x-signature=YE3dbsZzhGj1shgRhrrQPpjMq84%3D&shp=81f88b70&shcp=-,58,家欲しい人🏠 #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金 #ブラック　#ホスト,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7449362091381033745,"マキはあるんですけど住宅ローンを組めないんですけど何か方法ありますかこれ人間的に 終わってても大丈夫バッチリですそしたら1個だけあってまず上の名前と下の名前と電話番号と住所であなたの信用情報でできてるんだけど例えば上の名前と下の名前どっちかを変えて携帯の番号も新しいものを契約して住んでる家も新しいところに住民票を移した場合ってのは信用情報が白紙に戻るのね

白紙になった時に例えば30歳だとして30歳で今まで白紙っておかしいでしょって見れる方するんでまずはほぼ審査のないキャリアとかで携帯を分割で買いますこれまずやって履歴を2、3ヶ月つけますそうすると次にアメックスとか結構信用情報なかったとしても作れるのでこれも半年とか履歴をつけると

その次にここまで利益が作れたら去年の確定申告がどのぐらいかによってもししてない人とかサラリーマンの人とか無職の人だったら確定申告を再度修正して納税をするそうすると納税した金額に対するフラット35っていうローン会社があるんですけど大体10倍とかまでローン組めるんですねそうすると6000万の余震で住宅ローン組めるんで住宅ローン1回組むと今度住宅ローンって一番重たいんでそこに対してフリーローンとかカーローンとか時計のローンとかいろいろ組んでいけるみたいな感じです

",
https://www.tiktok.com/@hensaikitsui/video/7397022526494313736,https://p77-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/0d7d338643d349d387d2a30fb727a475_1722253526?lk3s=81f88b70&x-expires=1749106800&x-signature=fpS0BXBVV3I9VaXvhFbzAY4yNUo%3D&shp=81f88b70&shcp=-,58,この意味わかる？ #社長 #おすすめ #借金 #債務整理 #滞納,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7397022585777179409,何もわかってないって感じでもうお帰りください実際ここの取引先と個人的にやり取りしてお金もらいましたけど返すって言ってるじゃないですか解雇するほどのことなんですかいやでもさっきから聞いてて思うんだけど自分の悪いところ何もわかってないって感じだよね何が悪いんですかいや俺がやってる仕事で一番大事なのって信用とか信頼なんだよねそこ一本筋通せなかったのがもうすでに信用できないこんなことで解雇ですか解雇ですこういう大事な部分通せないのは無理なんでもうお帰りくださいマジだった,
https://www.tiktok.com/@hensaikitsui/video/7243752475767966978,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/7481b9a761f94abd800471c5343c8e5e_1686567558~tplv-dmt-logom:tos-alisg-pv-0037/984c5269af9446a2badce3320f1311ac.image?lk3s=81f88b70&x-expires=1749106800&x-signature=mEK9M6MkSeg0oCTAV1oq2BkVs1U%3D&shp=81f88b70&shcp=-,58,何があったと思いますか？ #借金　#借金返済の道のり　#詐欺師撲滅　#社長　#借金滞納しすぎた男の末路　#きつい　#差し押さえ #悪徳　#倒産,"Kirby Gourmet Race Theme (From ""Kirby Super Star"") - Video Game Players",https://www.tiktok.com/music/Kirby-Gourmet-Race-Theme-From-Kirby-Super-Star-6931167624155891714,,
https://www.tiktok.com/@hensaikitsui/video/7474511183328972053,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o8ZCAI76rjB0iFEEKM6lVA77ljzIAPiYqXOSk?lk3s=81f88b70&x-expires=1749106800&x-signature=q%2BvVG21xnNL1rm9yhygGO%2FJdmac%3D&shp=81f88b70&shcp=-,56,過去にいた1番ヤバい債務者 #借金 #滞納 #お金 #社長 #自己破産 #貯金 #クレカ #クレジットカード #デュース整理 #おすすめ #お金の勉強,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7474511277738838801,"過去にいた一番やばい債務者ってどんな方ですか一番やばい債務者ですか僕以外ですよね僕以外だと先輩がバブル期の時に会社が下火になってマックス4000億ぐらい銀行から借りたみたいな4000億ですかソンマサイシーですかじゃないですね不動産関係全部返し終わったのかうまいこと終わったみたいなのが聞いてます4000億ってすごいですねそうですねすごいですよね
",
https://www.tiktok.com/@hensaikitsui/video/7453831427222752519,https://p77-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/ogDEBczUtIAViAvuepVQxfANPgEsvCDBnEcRAF?lk3s=81f88b70&x-expires=1749106800&x-signature=j0WL%2FOyyyZ%2BacFkiuEH8vJVoMgg%3D&shp=81f88b70&shcp=-,54,ギャンブル好き？　#社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7453831502172277520,"42歳男性が海外のカジノでクレカで上限まで切っちゃって最終的に負けちゃったらしいんですけどこの場合って自己破産できますかいやこれはいけるんですよねいけるんですかいけます一応浪費ってみなされて自己破産できないケースも全然あるんですけど

返済能力を大幅に上回る際の場合かつその人が依存症とかでもうどうしようもないよなっていうのをいろいろそういう状況が重なれば結構な確率で自己破産できると思いますじゃあ一発逆転狙い2回ありです?ありだと思います

",
https://www.tiktok.com/@hensaikitsui/video/7222998834056645895,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oYClkrEwo7AfChpPQEIqKHtqC8zAAAHIwCzyL9?lk3s=81f88b70&x-expires=1749106800&x-signature=oK%2FWSwn%2FaIkXInF63kejONOaJnc%3D&shp=81f88b70&shcp=-,54,,"Kirby Gourmet Race Theme (From ""Kirby Super Star"") - Video Game Players",https://www.tiktok.com/music/Kirby-Gourmet-Race-Theme-From-Kirby-Super-Star-6931167624155891714,この人本当にこうやってヒステリック起こしてたんですよねこんな被害に遭わないためにもこの情報をいろんな人に拡散してほしい,
